 - : 1, 0s, 776.79hPa, 20.03°C, 547.00m; (sol) 
 - : 1109, 680s, 949.09hPa, 28.30°C, 550.00m; (sol) 
 - : 1110, 680s, 949.08hPa, 28.29°C, 550.00m; (sol) 
 - : 1111, 681s, 949.06hPa, 28.29°C, 550.00m; (sol) 
 - : 1112, 682s, 949.07hPa, 28.28°C, 550.00m; (sol) 
 - : 1114, 683s, 949.10hPa, 28.28°C, 550.00m; (sol) 
 - : 1115, 684s, 949.07hPa, 28.28°C, 550.00m; (sol) 
 - : 1116, 684s, 949.10hPa, 28.28°C, 550.00m; (sol) 
 - : 1119, 686s, 949.05hPa, 28.27°C, 550.00m; (sol) 
 - : 1127, 691s, 949.09hPa, 28.26°C, 550.00m; (sol) 
 - : 1128, 691s, 949.09hPa, 28.26°C, 550.00m; (sol) 
 - : 1129, 692s, 949.11hPa, 28.25°C, 549.00m; (sol) 
 - : 1130, 693s, 949.02hPa, 28.25°C, 549.00m; (sol) 
 - : 1131, 693s, 949.06hPa, 28.26°C, 549.00m; (sol) 
 - : 1132, 694s, 949.04hPa, 28.24°C, 550.00m; (sol) 
 - : 1133, 695s, 949.04hPa, 28.24°C, 549.00m; (sol) 
 - : 1134, 695s, 949.05hPa, 28.23°C, 550.00m; (sol) 
 - : 1135, 696s, 949.05hPa, 28.25°C, 550.00m; (sol) 
 - : 1136, 696s, 949.06hPa, 28.24°C, 550.00m; (sol) 
 - : 1137, 697s, 949.06hPa, 28.24°C, 550.00m; (sol) 
 - : 1138, 698s, 949.06hPa, 28.23°C, 550.00m; (sol) 
 - : 1139, 698s, 948.99hPa, 28.23°C, 549.00m; (sol) 
 - : 1140, 699s, 949.03hPa, 28.24°C, 550.00m; (sol) 
 - : 1141, 699s, 949.05hPa, 28.23°C, 551.00m; (sol) 
 - : 1142, 700s, 949.01hPa, 28.22°C, 550.00m; (sol) 
 - : 1143, 701s, 949.00hPa, 28.23°C, 550.00m; (sol) 
 - : 1144, 701s, 949.06hPa, 28.23°C, 550.00m; (sol) 
 - : 1145, 702s, 949.06hPa, 28.24°C, 550.00m; (sol) 
 - : 1148, 704s, 949.02hPa, 28.23°C, 550.00m; (sol) 
 - : 1149, 704s, 948.99hPa, 28.21°C, 550.00m; (sol) 
 - : 1150, 705s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 1151, 706s, 949.05hPa, 28.23°C, 550.00m; (sol) 
 - : 1152, 706s, 949.08hPa, 28.23°C, 549.00m; (sol) 
 - : 1153, 707s, 949.04hPa, 28.22°C, 550.00m; (sol) 
 - : 1154, 707s, 949.04hPa, 28.22°C, 550.00m; (sol) 
 - : 1155, 708s, 949.10hPa, 28.22°C, 550.00m; (sol) 
 - : 1156, 709s, 949.13hPa, 28.22°C, 549.00m; (sol) 
 - : 1157, 709s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 1158, 710s, 949.11hPa, 28.23°C, 550.00m; (sol) 
 - : 1159, 711s, 949.03hPa, 28.22°C, 550.00m; (sol) 
 - : 1160, 711s, 949.10hPa, 28.22°C, 549.00m; (sol) 
 - : 1161, 712s, 949.06hPa, 28.23°C, 550.00m; (sol) 
 - : 1162, 712s, 949.07hPa, 28.22°C, 550.00m; (sol) 
 - : 1163, 713s, 949.03hPa, 28.22°C, 550.00m; (sol) 
 - : 1164, 714s, 949.08hPa, 28.23°C, 550.00m; (sol) 
 - : 1165, 714s, 949.16hPa, 28.23°C, 550.00m; (sol) 
 - : 1166, 715s, 949.13hPa, 28.22°C, 549.00m; (sol) 
 - : 1167, 716s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 1168, 716s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 1169, 717s, 949.11hPa, 28.23°C, 550.00m; (sol) 
 - : 1170, 717s, 949.07hPa, 28.22°C, 550.00m; (sol) 
 - : 1171, 718s, 949.07hPa, 28.22°C, 550.00m; (sol) 
 - : 1173, 719s, 949.06hPa, 28.21°C, 550.00m; (sol) 
 - : 1177, 722s, 949.01hPa, 28.22°C, 550.00m; (sol) 
 - : 1178, 722s, 949.05hPa, 28.23°C, 550.00m; (sol) 
 - : 1179, 723s, 949.03hPa, 28.21°C, 550.00m; (sol) 
 - : 1180, 723s, 949.06hPa, 28.22°C, 550.00m; (sol) 
 - : 1181, 724s, 949.04hPa, 28.22°C, 550.00m; (sol) 
 - : 1182, 725s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 1183, 725s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 1199, 735s, 949.06hPa, 28.18°C, 550.00m; (sol) 
 - : 1208, 741s, 949.12hPa, 28.16°C, 549.00m; (sol) 
 - : 1210, 742s, 949.12hPa, 28.16°C, 548.00m; (sol) 
 - : 1212, 743s, 949.05hPa, 28.15°C, 550.00m; (sol) 
 - : 1220, 748s, 949.14hPa, 28.13°C, 549.00m; (sol) 
 - : 1221, 749s, 949.07hPa, 28.13°C, 550.00m; (sol) 
 - : 1222, 749s, 949.11hPa, 28.13°C, 550.00m; (sol) 
 - : 1223, 750s, 949.10hPa, 28.13°C, 550.00m; (sol) 
 - : 1224, 750s, 949.06hPa, 28.12°C, 550.00m; (sol) 
 - : 1228, 753s, 949.08hPa, 28.12°C, 549.00m; (sol) 
 - : 1230, 754s, 949.04hPa, 28.11°C, 550.00m; (sol) 
 - : 1231, 755s, 949.07hPa, 28.11°C, 550.00m; (sol) 
 - : 1232, 755s, 949.04hPa, 28.11°C, 550.00m; (sol) 
 - : 1233, 756s, 949.08hPa, 28.10°C, 549.00m; (sol) 
 - : 1234, 757s, 949.08hPa, 28.10°C, 550.00m; (sol) 
 - : 1240, 760s, 949.11hPa, 28.09°C, 549.00m; (sol) 
 - : 1243, 762s, 949.07hPa, 28.09°C, 550.00m; (sol) 
 - : 1245, 763s, 949.08hPa, 28.07°C, 549.00m; (sol) 
 - : 1246, 764s, 949.05hPa, 28.07°C, 550.00m; (sol) 
 - : 1247, 765s, 949.04hPa, 28.07°C, 550.00m; (sol) 
 - : 1248, 765s, 949.10hPa, 28.07°C, 550.00m; (sol) 
 - : 1249, 766s, 949.01hPa, 28.07°C, 550.00m; (sol) 
 - : 1250, 766s, 949.08hPa, 28.07°C, 550.00m; (sol) 
 - : 1251, 767s, 949.05hPa, 28.07°C, 549.00m; (sol) 
 - : 1252, 768s, 949.09hPa, 28.06°C, 549.00m; (sol) 
 - : 1253, 768s, 949.06hPa, 28.06°C, 550.00m; (sol) 
 - : 1254, 769s, 949.09hPa, 28.06°C, 549.00m; (sol) 
 - : 1255, 769s, 949.03hPa, 28.06°C, 550.00m; (sol) 
 - : 1256, 770s, 949.03hPa, 28.06°C, 550.00m; (sol) 
 - : 1257, 771s, 949.04hPa, 28.05°C, 550.00m; (sol) 
 - : 1259, 772s, 949.07hPa, 28.05°C, 550.00m; (sol) 
 - : 1260, 773s, 948.98hPa, 28.05°C, 550.00m; (sol) 
 - : 1261, 773s, 949.04hPa, 28.05°C, 550.00m; (sol) 
 - : 1262, 774s, 949.01hPa, 28.05°C, 550.00m; (sol) 
 - : 1263, 774s, 949.03hPa, 28.04°C, 549.00m; (sol) 
 - : 1264, 775s, 949.03hPa, 28.04°C, 549.00m; (sol) 
 - : 1265, 776s, 949.06hPa, 28.04°C, 549.00m; (sol) 
 - : 1266, 776s, 949.05hPa, 28.04°C, 549.00m; (sol) 
 - : 1272, 780s, 949.10hPa, 28.03°C, 550.00m; (sol) 
 - : 1275, 782s, 949.08hPa, 28.02°C, 549.00m; (sol) 
 - : 1276, 782s, 949.07hPa, 28.01°C, 550.00m; (sol) 
 - : 1277, 783s, 949.08hPa, 28.02°C, 550.00m; (sol) 
 - : 1279, 784s, 949.06hPa, 28.00°C, 550.00m; (sol) 
 - : 1280, 785s, 949.12hPa, 28.01°C, 550.00m; (sol) 
 - : 1284, 787s, 949.06hPa, 28.00°C, 549.00m; (sol) 
 - : 1285, 788s, 949.08hPa, 28.00°C, 549.00m; (sol) 
 - : 1288, 790s, 949.11hPa, 28.00°C, 549.00m; (sol) 
 - : 1289, 790s, 949.13hPa, 27.99°C, 549.00m; (sol) 
 - : 1290, 791s, 949.10hPa, 27.99°C, 550.00m; (sol) 
 - : 1291, 792s, 949.06hPa, 27.98°C, 550.00m; (sol) 
 - : 1292, 792s, 949.08hPa, 28.00°C, 549.00m; (sol) 
 - : 1293, 793s, 949.13hPa, 27.99°C, 550.00m; (sol) 
 - : 1294, 793s, 949.10hPa, 27.99°C, 549.00m; (sol) 
 - : 1298, 796s, 949.05hPa, 27.98°C, 550.00m; (sol) 
 - : 1299, 796s, 949.08hPa, 27.98°C, 550.00m; (sol) 
 - : 1300, 797s, 949.02hPa, 27.98°C, 549.00m; (sol) 
 - : 1301, 798s, 949.13hPa, 27.98°C, 549.00m; (sol) 
 - : 1312, 804s, 949.10hPa, 27.96°C, 550.00m; (sol) 
 - : 1315, 806s, 949.12hPa, 27.97°C, 550.00m; (sol) 
 - : 1321, 810s, 949.11hPa, 27.94°C, 549.00m; (sol) 
 - : 1329, 815s, 949.15hPa, 27.95°C, 549.00m; (sol) 
 - : 1332, 817s, 949.11hPa, 27.92°C, 549.00m; (sol) 
 - : 1340, 822s, 949.16hPa, 27.93°C, 549.00m; (sol) 
 - : 1350, 828s, 949.12hPa, 27.91°C, 549.00m; (sol) 
 - : 1351, 828s, 949.15hPa, 27.91°C, 550.00m; (sol) 
 - : 1352, 829s, 949.09hPa, 27.91°C, 549.00m; (sol) 
 - : 1354, 830s, 949.10hPa, 27.91°C, 550.00m; (sol) 
 - : 1371, 841s, 949.10hPa, 27.90°C, 549.00m; (sol) 
 - : 1372, 841s, 949.17hPa, 27.89°C, 549.00m; (sol) 
 - : 1374, 842s, 949.09hPa, 27.89°C, 549.00m; (sol) 
 - : 1379, 846s, 949.12hPa, 27.89°C, 549.00m; (sol) 
 - : 1381, 847s, 949.09hPa, 27.89°C, 549.00m; (sol) 
 - : 1382, 847s, 949.12hPa, 27.89°C, 549.00m; (sol) 
 - : 1383, 848s, 949.17hPa, 27.88°C, 549.00m; (sol) 
 - : 1384, 849s, 949.12hPa, 27.87°C, 549.00m; (sol) 
 - : 1385, 849s, 949.16hPa, 27.88°C, 549.00m; (sol) 
 - : 1389, 852s, 949.12hPa, 27.87°C, 549.00m; (sol) 
 - : 1392, 854s, 949.16hPa, 27.86°C, 549.00m; (sol) 
 - : 1393, 854s, 949.19hPa, 27.88°C, 549.00m; (sol) 
 - : 1394, 855s, 949.14hPa, 27.87°C, 549.00m; (sol) 
 - : 1395, 856s, 949.15hPa, 27.85°C, 550.00m; (sol) 
 - : 1396, 856s, 949.18hPa, 27.87°C, 549.00m; (sol) 
 - : 1397, 857s, 949.18hPa, 27.87°C, 549.00m; (sol) 
 - : 1399, 858s, 949.20hPa, 27.86°C, 549.00m; (sol) 
 - : 1401, 859s, 949.15hPa, 27.85°C, 550.00m; (sol) 
 - : 1402, 860s, 949.12hPa, 27.85°C, 549.00m; (sol) 
 - : 1403, 860s, 949.07hPa, 27.86°C, 549.00m; (sol) 
 - : 1404, 861s, 949.17hPa, 27.85°C, 549.00m; (sol) 
 - : 1406, 862s, 949.20hPa, 27.84°C, 549.00m; (sol) 
 - : 1407, 863s, 948.99hPa, 27.84°C, 549.00m; (sol) 
 - : 1409, 864s, 949.17hPa, 27.85°C, 549.00m; (sol) 
 - : 1410, 865s, 949.17hPa, 27.85°C, 549.00m; (sol) 
 - : 1411, 865s, 949.10hPa, 27.84°C, 549.00m; (sol) 
 - : 1412, 866s, 949.16hPa, 27.84°C, 549.00m; (sol) 
 - : 1413, 866s, 949.15hPa, 27.83°C, 549.00m; (sol) 
 - : 1414, 867s, 949.15hPa, 27.83°C, 549.00m; (sol) 
 - : 1415, 868s, 949.18hPa, 27.83°C, 549.00m; (sol) 
 - : 1418, 869s, 949.20hPa, 27.83°C, 549.00m; (sol) 
 - : 1419, 870s, 949.18hPa, 27.83°C, 549.00m; (sol) 
 - : 1420, 871s, 949.18hPa, 27.83°C, 549.00m; (sol) 
 - : 1421, 871s, 949.14hPa, 27.83°C, 549.00m; (sol) 
 - : 1422, 872s, 949.11hPa, 27.83°C, 550.00m; (sol) 
 - : 1423, 872s, 949.11hPa, 27.83°C, 549.00m; (sol) 
 - : 1424, 873s, 949.08hPa, 27.83°C, 549.00m; (sol) 
 - : 1425, 874s, 949.14hPa, 27.83°C, 549.00m; (sol) 
 - : 1426, 874s, 949.10hPa, 27.82°C, 550.00m; (sol) 
 - : 1427, 875s, 949.14hPa, 27.83°C, 550.00m; (sol) 
 - : 1428, 876s, 949.16hPa, 27.82°C, 549.00m; (sol) 
 - : 1430, 877s, 949.11hPa, 27.83°C, 550.00m; (sol) 
 - : 1431, 877s, 949.08hPa, 27.82°C, 549.00m; (sol) 
 - : 1432, 878s, 949.12hPa, 27.83°C, 549.00m; (sol) 
 - : 1433, 879s, 949.10hPa, 27.82°C, 550.00m; (sol) 
 - : 1434, 879s, 949.13hPa, 27.82°C, 550.00m; (sol) 
 - : 1435, 880s, 949.10hPa, 27.82°C, 550.00m; (sol) 
 - : 1436, 880s, 949.10hPa, 27.82°C, 549.00m; (sol) 
 - : 1437, 881s, 949.13hPa, 27.82°C, 549.00m; (sol) 
 - : 1440, 883s, 949.15hPa, 27.81°C, 549.00m; (sol) 
 - : 1447, 887s, 949.15hPa, 27.81°C, 550.00m; (sol) 
 - : 1448, 888s, 949.08hPa, 27.80°C, 549.00m; (sol) 
 - : 1451, 890s, 949.07hPa, 27.80°C, 549.00m; (sol) 
 - : 1455, 892s, 949.10hPa, 27.80°C, 549.00m; (sol) 
 - : 1456, 893s, 949.17hPa, 27.81°C, 549.00m; (sol) 
 - : 1465, 898s, 949.08hPa, 27.79°C, 549.00m; (sol) 
 - : 1469, 901s, 949.03hPa, 27.79°C, 550.00m; (sol) 
 - : 1539, 944s, 949.08hPa, 27.75°C, 549.00m; (sol) 
 - : 1547, 949s, 949.08hPa, 27.75°C, 550.00m; (sol) 
 - : 1564, 959s, 949.06hPa, 27.74°C, 550.00m; (sol) 
 - : 1565, 960s, 949.12hPa, 27.73°C, 550.00m; (sol) 
 - : 1566, 960s, 949.09hPa, 27.74°C, 550.00m; (sol) 
 - : 1567, 961s, 949.08hPa, 27.73°C, 550.00m; (sol) 
 - : 1568, 961s, 949.12hPa, 27.74°C, 549.00m; (sol) 
 - : 1569, 962s, 949.12hPa, 27.74°C, 550.00m; (sol) 
 - : 1570, 963s, 949.13hPa, 27.74°C, 549.00m; (sol) 
 - : 1571, 963s, 949.12hPa, 27.74°C, 550.00m; (sol) 
 - : 1572, 964s, 949.12hPa, 27.73°C, 549.00m; (sol) 
 - : 1573, 965s, 949.15hPa, 27.74°C, 549.00m; (sol) 
 - : 1574, 965s, 949.17hPa, 27.73°C, 549.00m; (sol) 
 - : 1575, 966s, 949.08hPa, 27.73°C, 549.00m; (sol) 
 - : 1576, 966s, 949.06hPa, 27.73°C, 550.00m; (sol) 
 - : 1577, 967s, 949.06hPa, 27.73°C, 549.00m; (sol) 
 - : 1578, 968s, 949.12hPa, 27.74°C, 549.00m; (sol) 
 - : 1579, 968s, 949.03hPa, 27.73°C, 549.00m; (sol) 
 - : 1580, 969s, 949.11hPa, 27.73°C, 550.00m; (sol) 
 - : 1581, 969s, 949.10hPa, 27.72°C, 549.00m; (sol) 
 - : 1582, 970s, 949.09hPa, 27.72°C, 549.00m; (sol) 
 - : 1583, 971s, 949.14hPa, 27.73°C, 549.00m; (sol) 
 - : 1584, 971s, 949.16hPa, 27.72°C, 550.00m; (sol) 
 - : 1585, 972s, 949.04hPa, 27.72°C, 549.00m; (sol) 
 - : 1588, 974s, 949.12hPa, 27.73°C, 550.00m; (sol) 
 - : 1589, 974s, 949.13hPa, 27.72°C, 549.00m; (sol) 
 - : 1590, 975s, 949.13hPa, 27.72°C, 549.00m; (sol) 
 - : 1592, 976s, 949.10hPa, 27.72°C, 549.00m; (sol) 
 - : 1593, 977s, 949.07hPa, 27.72°C, 549.00m; (sol) 
 - : 1594, 977s, 949.13hPa, 27.72°C, 549.00m; (sol) 
 - : 1595, 978s, 949.04hPa, 27.72°C, 549.00m; (sol) 
 - : 1599, 980s, 949.07hPa, 27.72°C, 549.00m; (sol) 
 - : 1600, 981s, 949.09hPa, 27.72°C, 549.00m; (sol) 
 - : 1601, 982s, 949.12hPa, 27.71°C, 549.00m; (sol) 
 - : 1602, 982s, 949.09hPa, 27.71°C, 550.00m; (sol) 
 - : 1608, 986s, 949.09hPa, 27.71°C, 550.00m; (sol) 
 - : 1609, 987s, 949.06hPa, 27.71°C, 550.00m; (sol) 
 - : 1610, 987s, 949.07hPa, 27.72°C, 550.00m; (sol) 
 - : 1614, 990s, 949.04hPa, 27.70°C, 549.00m; (sol) 
 - : 1620, 993s, 949.14hPa, 27.71°C, 549.00m; (sol) 
 - : 1622, 995s, 949.15hPa, 27.72°C, 550.00m; (sol) 
 - : 1623, 995s, 949.12hPa, 27.71°C, 549.00m; (sol) 
 - : 1624, 996s, 949.09hPa, 27.72°C, 550.00m; (sol) 
 - : 1626, 997s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1631, 1000s, 949.09hPa, 27.71°C, 549.00m; (sol) 
 - : 1632, 1001s, 949.08hPa, 27.71°C, 550.00m; (sol) 
 - : 1646, 1009s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1647, 1010s, 949.15hPa, 27.71°C, 549.00m; (sol) 
 - : 1648, 1011s, 949.15hPa, 27.71°C, 549.00m; (sol) 
 - : 1649, 1011s, 949.09hPa, 27.72°C, 549.00m; (sol) 
 - : 1650, 1012s, 949.17hPa, 27.71°C, 549.00m; (sol) 
 - : 1651, 1012s, 949.07hPa, 27.72°C, 549.00m; (sol) 
 - : 1652, 1013s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1660, 1018s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1661, 1018s, 949.14hPa, 27.71°C, 549.00m; (sol) 
 - : 1662, 1019s, 949.15hPa, 27.70°C, 550.00m; (sol) 
 - : 1663, 1020s, 949.15hPa, 27.71°C, 549.00m; (sol) 
 - : 1664, 1020s, 949.09hPa, 27.71°C, 549.00m; (sol) 
 - : 1665, 1021s, 949.08hPa, 27.71°C, 549.00m; (sol) 
 - : 1666, 1022s, 949.16hPa, 27.72°C, 549.00m; (sol) 
 - : 1669, 1023s, 949.08hPa, 27.71°C, 550.00m; (sol) 
 - : 1673, 1026s, 949.17hPa, 27.71°C, 549.00m; (sol) 
 - : 1675, 1027s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1676, 1028s, 949.15hPa, 27.71°C, 549.00m; (sol) 
 - : 1677, 1028s, 949.20hPa, 27.71°C, 549.00m; (sol) 
 - : 1678, 1029s, 949.17hPa, 27.71°C, 549.00m; (sol) 
 - : 1681, 1031s, 949.14hPa, 27.71°C, 549.00m; (sol) 
 - : 1683, 1032s, 949.09hPa, 27.69°C, 549.00m; (sol) 
 - : 1684, 1033s, 949.07hPa, 27.70°C, 549.00m; (sol) 
 - : 1685, 1033s, 949.11hPa, 27.71°C, 549.00m; (sol) 
 - : 1689, 1036s, 949.09hPa, 27.69°C, 550.00m; (sol) 
 - : 1693, 1038s, 949.14hPa, 27.69°C, 550.00m; (sol) 
 - : 1701, 1043s, 949.13hPa, 27.70°C, 550.00m; (sol) 
 - : 1712, 1050s, 949.00hPa, 27.69°C, 549.00m; (sol) 
 - : 1713, 1050s, 949.04hPa, 27.68°C, 550.00m; (sol) 
 - : 1714, 1051s, 949.09hPa, 27.69°C, 550.00m; (sol) 
 - : 1734, 1063s, 949.14hPa, 27.67°C, 549.00m; (sol) 
 - : 1735, 1064s, 949.10hPa, 27.67°C, 549.00m; (sol) 
 - : 1736, 1064s, 949.11hPa, 27.67°C, 550.00m; (sol) 
 - : 1738, 1066s, 949.15hPa, 27.68°C, 549.00m; (sol) 
 - : 1747, 1071s, 949.09hPa, 27.66°C, 549.00m; (sol) 
 - : 1754, 1076s, 949.10hPa, 27.65°C, 550.00m; (sol) 
 - : 1757, 1077s, 949.16hPa, 27.64°C, 549.00m; (sol) 
 - : 1758, 1078s, 949.13hPa, 27.65°C, 550.00m; (sol) 
 - : 1767, 1084s, 949.13hPa, 27.64°C, 549.00m; (sol) 
 - : 1768, 1084s, 949.19hPa, 27.65°C, 549.00m; (sol) 
 - : 1770, 1086s, 949.09hPa, 27.64°C, 549.00m; (sol) 
 - : 1776, 1089s, 949.12hPa, 27.64°C, 549.00m; (sol) 
 - : 1778, 1090s, 949.17hPa, 27.63°C, 549.00m; (sol) 
 - : 1795, 1101s, 949.06hPa, 27.62°C, 549.00m; (sol) 
 - : 1813, 1112s, 949.20hPa, 27.61°C, 549.00m; (sol) 
 - : 1820, 1116s, 949.15hPa, 27.60°C, 549.00m; (sol) 
 - : 1821, 1117s, 949.15hPa, 27.60°C, 548.00m; (sol) 
 - : 1822, 1117s, 949.18hPa, 27.60°C, 549.00m; (sol) 
 - : 1823, 1118s, 949.17hPa, 27.60°C, 549.00m; (sol) 
 - : 1824, 1119s, 949.16hPa, 27.59°C, 549.00m; (sol) 
 - : 1825, 1119s, 949.14hPa, 27.59°C, 548.00m; (sol) 
 - : 1830, 1122s, 949.22hPa, 27.59°C, 548.00m; (sol) 
 - : 1831, 1123s, 949.22hPa, 27.59°C, 548.00m; (sol) 
 - : 1832, 1124s, 949.22hPa, 27.59°C, 549.00m; (sol) 
 - : 1833, 1124s, 949.30hPa, 27.59°C, 548.00m; (sol) 
 - : 1835, 1125s, 949.19hPa, 27.59°C, 549.00m; (sol) 
 - : 1836, 1126s, 949.19hPa, 27.59°C, 548.00m; (sol) 
 - : 1837, 1127s, 949.18hPa, 27.58°C, 549.00m; (sol) 
 - : 1839, 1128s, 949.19hPa, 27.59°C, 549.00m; (sol) 
 - : 1840, 1129s, 949.29hPa, 27.58°C, 549.00m; (sol) 
 - : 1841, 1129s, 949.19hPa, 27.57°C, 549.00m; (sol) 
 - : 1853, 1137s, 949.14hPa, 27.57°C, 548.00m; (sol) 
 - : 1861, 1141s, 949.20hPa, 27.56°C, 548.00m; (sol) 
 - : 1870, 1147s, 949.25hPa, 27.55°C, 549.00m; (sol) 
 - : 1871, 1147s, 949.25hPa, 27.55°C, 548.00m; (sol) 
 - : 1873, 1149s, 949.31hPa, 27.55°C, 548.00m; (sol) 
 - : 1875, 1150s, 949.25hPa, 27.55°C, 548.00m; (sol) 
 - : 1947, 1194s, 949.32hPa, 27.48°C, 547.00m; (sol) 
 - : 1999, 1226s, 949.41hPa, 27.45°C, 547.00m; (sol) 
 - : 2020, 1239s, 949.43hPa, 27.42°C, 546.00m; (sol) 
 - : 2256, 1384s, 949.36hPa, 27.26°C, 547.00m; (sol) 
 - : 2354, 1444s, 949.41hPa, 27.20°C, 546.00m; (sol) 
 - : 2985, 1831s, 949.30hPa, 27.37°C, 548.00m; (sol) 
 - : 2986, 1832s, 949.23hPa, 27.37°C, 547.00m; (sol) 
 - : 2987, 1833s, 949.28hPa, 27.38°C, 548.00m; (sol) 
 - : 2988, 1833s, 949.30hPa, 27.38°C, 547.00m; (sol) 
 - : 2989, 1834s, 949.30hPa, 27.38°C, 548.00m; (sol) 
 - : 2990, 1835s, 949.26hPa, 27.37°C, 548.00m; (sol) 
 - : 2991, 1835s, 949.30hPa, 27.37°C, 548.00m; (sol) 
 - : 3026, 1857s, 949.16hPa, 27.38°C, 550.00m; (sol) 
 - : 3028, 1858s, 949.11hPa, 27.38°C, 549.00m; (sol) 
 - : 3029, 1859s, 949.04hPa, 27.37°C, 549.00m; (sol) 
 - : 3030, 1859s, 949.09hPa, 27.37°C, 549.00m; (sol) 
 - : 3031, 1860s, 949.09hPa, 27.37°C, 549.00m; (sol) 
 - : 3041, 1866s, 949.10hPa, 27.37°C, 550.00m; (sol) 
 - : 3054, 1874s, 949.11hPa, 27.36°C, 549.00m; (sol) 
 - : 3062, 1879s, 949.13hPa, 27.38°C, 549.00m; (sol) 
 - : 3109, 1908s, 949.13hPa, 27.37°C, 549.00m; (sol) 
 - : 3110, 1908s, 949.13hPa, 27.37°C, 549.00m; (sol) 
 - : 3116, 1912s, 949.17hPa, 27.36°C, 550.00m; (sol) 
 - : 3138, 1925s, 949.17hPa, 27.38°C, 549.00m; (sol) 
 - : 3139, 1926s, 949.14hPa, 27.38°C, 549.00m; (sol) 
 - : 3154, 1935s, 949.17hPa, 27.38°C, 549.00m; (sol) 
 - : 3248, 1993s, 949.15hPa, 27.37°C, 549.00m; (sol) 
 - : 3250, 1994s, 949.14hPa, 27.38°C, 549.00m; (sol) 
 - : 3251, 1995s, 949.06hPa, 27.37°C, 549.00m; (sol) 
 - : 3253, 1996s, 949.15hPa, 27.37°C, 548.00m; (sol) 
 - : 3274, 2009s, 949.13hPa, 27.37°C, 549.00m; (sol) 
 - : 3387, 2078s, 949.13hPa, 27.30°C, 549.00m; (sol) 
 - : 3395, 2083s, 949.13hPa, 27.30°C, 549.00m; (sol) 
 - : 3396, 2084s, 949.16hPa, 27.30°C, 549.00m; (sol) 
 - : 3397, 2085s, 949.16hPa, 27.30°C, 549.00m; (sol) 
 - : 3417, 2097s, 949.12hPa, 27.27°C, 549.00m; (sol) 
 - : 3436, 2108s, 949.12hPa, 27.25°C, 549.00m; (sol) 
 - : 3444, 2113s, 949.15hPa, 27.25°C, 549.00m; (sol) 
 - : 3548, 2177s, 949.18hPa, 27.14°C, 549.00m; (sol) 
 - : 3549, 2178s, 949.15hPa, 27.14°C, 549.00m; (sol) 
 - : 3550, 2179s, 949.14hPa, 27.15°C, 548.00m; (sol) 
 - : 3616, 2219s, 949.17hPa, 27.07°C, 549.00m; (sol) 
 - : 3617, 2220s, 949.16hPa, 27.07°C, 549.00m; (sol) 
 - : 3620, 2221s, 949.16hPa, 27.07°C, 549.00m; (sol) 
 - : 3621, 2222s, 949.22hPa, 27.07°C, 549.00m; (sol) 
 - : 3622, 2223s, 949.12hPa, 27.06°C, 549.00m; (sol) 
 - : 3670, 2252s, 949.15hPa, 27.02°C, 549.00m; (sol) 
 - : 3671, 2253s, 949.16hPa, 27.02°C, 549.00m; (sol) 
 - : 3762, 2309s, 949.13hPa, 26.91°C, 549.00m; (sol) 
 - : 3776, 2317s, 949.16hPa, 26.89°C, 549.00m; (sol) 
 - : 3786, 2324s, 949.14hPa, 26.88°C, 549.00m; (sol) 
 - : 3829, 2350s, 949.08hPa, 26.82°C, 549.00m; (sol) 
 - : 3898, 2392s, 949.16hPa, 26.72°C, 549.00m; (sol) 
 - : 3949, 2424s, 949.13hPa, 26.66°C, 549.00m; (sol) 
 - : 3950, 2424s, 949.12hPa, 26.65°C, 549.00m; (sol) 
 - : 3951, 2425s, 949.18hPa, 26.63°C, 549.00m; (sol) 
 - : 3952, 2425s, 949.18hPa, 26.65°C, 549.00m; (sol) 
 - : 4197, 2576s, 949.20hPa, 26.40°C, 548.00m; (sol) 
 - : 4244, 2605s, 949.25hPa, 26.38°C, 549.00m; (sol) 
 - : 4245, 2605s, 949.23hPa, 26.38°C, 548.00m; (sol) 
 - : 4548, 2792s, 949.20hPa, 26.32°C, 548.00m; (sol) 
 - : 4556, 2797s, 949.16hPa, 26.32°C, 549.00m; (sol) 
 - : 4607, 2828s, 949.28hPa, 26.30°C, 549.00m; (sol) 
 - : 4664, 2863s, 949.22hPa, 26.29°C, 548.00m; (sol) 
 - : 4693, 2881s, 949.24hPa, 26.29°C, 548.00m; (sol) 
 - : 4694, 2881s, 949.22hPa, 26.30°C, 548.00m; (sol) 
 - : 4695, 2882s, 949.23hPa, 26.30°C, 548.00m; (sol) 
