 - : 1, 0s, 949.59hPa, 26.99°C, 545.00m; (sol) 
 - : 65, 40s, 949.09hPa, 27.83°C, 550.00m; (sol) 
 - : 66, 40s, 949.06hPa, 27.83°C, 549.00m; (sol) 
 - : 67, 41s, 949.10hPa, 27.82°C, 550.00m; (sol) 
 - : 68, 41s, 949.08hPa, 27.83°C, 550.00m; (sol) 
 - : 69, 42s, 949.10hPa, 27.82°C, 549.00m; (sol) 
 - : 70, 43s, 949.18hPa, 27.83°C, 549.00m; (sol) 
 - : 71, 43s, 949.15hPa, 27.85°C, 549.00m; (sol) 
 - : 72, 44s, 949.09hPa, 27.83°C, 549.00m; (sol) 
 - : 73, 44s, 949.11hPa, 27.83°C, 550.00m; (sol) 
 - : 74, 45s, 949.14hPa, 27.83°C, 549.00m; (sol) 
 - : 75, 46s, 949.10hPa, 27.82°C, 549.00m; (sol) 
 - : 76, 46s, 949.08hPa, 27.83°C, 549.00m; (sol) 
 - : 77, 47s, 949.00hPa, 27.81°C, 550.00m; (sol) 
 - : 1, 0s, 776.79hPa, 20.03°C, 549.00m; (sol) 
 - : 2, 1s, 949.07hPa, 27.85°C, 550.00m; (sol) 
 - : 3, 2s, 949.20hPa, 27.87°C, 549.00m; (sol) 
 - : 4, 2s, 949.20hPa, 27.86°C, 549.00m; (sol) 
 - : 5, 3s, 949.18hPa, 27.87°C, 549.00m; (sol) 
 - : 6, 3s, 949.21hPa, 27.87°C, 549.00m; (sol) 
 - : 7, 4s, 949.22hPa, 27.86°C, 548.00m; (sol) 
 - : 8, 5s, 949.22hPa, 27.86°C, 549.00m; (sol) 
 - : 9, 5s, 949.15hPa, 27.85°C, 549.00m; (sol) 
 - : 10, 6s, 949.17hPa, 27.87°C, 549.00m; (sol) 
 - : 11, 7s, 949.15hPa, 27.87°C, 549.00m; (sol) 
 - : 12, 7s, 949.19hPa, 27.86°C, 549.00m; (sol) 
 - : 13, 8s, 949.18hPa, 27.87°C, 549.00m; (sol) 
 - : 14, 8s, 949.16hPa, 27.88°C, 549.00m; (sol) 
 - : 15, 9s, 949.16hPa, 27.88°C, 548.00m; (sol) 
 - : 16, 10s, 949.12hPa, 27.87°C, 548.00m; (sol) 
 - : 17, 10s, 949.12hPa, 27.87°C, 549.00m; (sol) 
 - : 18, 11s, 949.14hPa, 27.87°C, 548.00m; (sol) 
 - : 19, 11s, 949.15hPa, 27.87°C, 549.00m; (sol) 
 - : 20, 12s, 949.12hPa, 27.87°C, 549.00m; (sol) 
 - : 21, 13s, 949.11hPa, 27.88°C, 549.00m; (sol) 
 - : 22, 13s, 949.14hPa, 27.89°C, 549.00m; (sol) 
 - : 23, 14s, 949.12hPa, 27.89°C, 549.00m; (sol) 
 - : 24, 14s, 949.16hPa, 27.90°C, 549.00m; (sol) 
 - : 25, 15s, 949.18hPa, 27.91°C, 549.00m; (sol) 
 - : 26, 16s, 949.14hPa, 27.91°C, 549.00m; (sol) 
 - : 27, 16s, 949.14hPa, 27.91°C, 549.00m; (sol) 
 - : 28, 17s, 949.14hPa, 27.91°C, 549.00m; (sol) 
 - : 29, 18s, 949.13hPa, 27.91°C, 549.00m; (sol) 
 - : 30, 18s, 949.16hPa, 27.92°C, 549.00m; (sol) 
 - : 31, 19s, 949.10hPa, 27.91°C, 549.00m; (sol) 
 - : 32, 19s, 949.13hPa, 27.91°C, 549.00m; (sol) 
 - : 33, 20s, 949.18hPa, 27.93°C, 549.00m; (sol) 
 - : 34, 21s, 949.07hPa, 27.93°C, 549.00m; (sol) 
 - : 35, 21s, 949.19hPa, 27.94°C, 549.00m; (sol) 
 - : 36, 22s, 949.13hPa, 27.94°C, 549.00m; (sol) 
 - : 37, 22s, 949.16hPa, 27.94°C, 549.00m; (sol) 
 - : 38, 23s, 949.17hPa, 27.94°C, 549.00m; (sol) 
 - : 39, 24s, 949.12hPa, 27.95°C, 549.00m; (sol) 
 - : 40, 24s, 949.18hPa, 27.95°C, 549.00m; (sol) 
 - : 41, 25s, 949.13hPa, 27.95°C, 549.00m; (sol) 
 - : 42, 25s, 949.12hPa, 27.95°C, 550.00m; (sol) 
 - : 43, 26s, 949.16hPa, 27.96°C, 549.00m; (sol) 
 - : 44, 27s, 949.10hPa, 27.95°C, 549.00m; (sol) 
 - : 45, 27s, 949.14hPa, 27.96°C, 549.00m; (sol) 
 - : 46, 28s, 949.11hPa, 27.96°C, 548.00m; (sol) 
 - : 47, 28s, 949.18hPa, 27.97°C, 549.00m; (sol) 
 - : 48, 29s, 949.12hPa, 27.97°C, 549.00m; (sol) 
 - : 49, 30s, 949.13hPa, 27.97°C, 549.00m; (sol) 
 - : 50, 30s, 949.21hPa, 27.97°C, 549.00m; (sol) 
 - : 51, 31s, 949.10hPa, 27.98°C, 549.00m; (sol) 
 - : 52, 32s, 949.15hPa, 27.97°C, 549.00m; (sol) 
 - : 53, 32s, 949.12hPa, 27.98°C, 549.00m; (sol) 
 - : 54, 33s, 949.16hPa, 27.99°C, 549.00m; (sol) 
 - : 55, 33s, 949.12hPa, 27.99°C, 549.00m; (sol) 
 - : 56, 34s, 949.17hPa, 28.00°C, 549.00m; (sol) 
 - : 57, 35s, 949.18hPa, 27.99°C, 549.00m; (sol) 
 - : 58, 35s, 949.07hPa, 27.99°C, 549.00m; (sol) 
 - : 59, 36s, 949.10hPa, 28.01°C, 548.00m; (sol) 
 - : 60, 36s, 949.13hPa, 28.01°C, 549.00m; (sol) 
 - : 61, 37s, 949.20hPa, 28.02°C, 549.00m; (sol) 
 - : 62, 38s, 949.13hPa, 28.01°C, 549.00m; (sol) 
 - : 63, 38s, 949.19hPa, 28.01°C, 549.00m; (sol) 
 - : 64, 39s, 949.17hPa, 28.02°C, 549.00m; (sol) 
 - : 65, 40s, 949.15hPa, 28.03°C, 549.00m; (sol) 
 - : 66, 40s, 949.07hPa, 28.03°C, 549.00m; (sol) 
 - : 67, 41s, 949.19hPa, 28.04°C, 549.00m; (sol) 
 - : 68, 41s, 949.17hPa, 28.04°C, 549.00m; (sol) 
 - : 69, 42s, 949.09hPa, 28.05°C, 549.00m; (sol) 
 - : 70, 43s, 949.13hPa, 28.05°C, 549.00m; (sol) 
 - : 71, 43s, 949.16hPa, 28.05°C, 550.00m; (sol) 
 - : 72, 44s, 949.13hPa, 28.05°C, 549.00m; (sol) 
 - : 73, 44s, 949.11hPa, 28.06°C, 549.00m; (sol) 
 - : 74, 45s, 949.16hPa, 28.06°C, 549.00m; (sol) 
 - : 75, 46s, 949.17hPa, 28.06°C, 549.00m; (sol) 
 - : 76, 46s, 949.14hPa, 28.06°C, 549.00m; (sol) 
 - : 77, 47s, 949.11hPa, 28.06°C, 549.00m; (sol) 
 - : 78, 48s, 949.19hPa, 28.07°C, 549.00m; (sol) 
 - : 79, 48s, 949.11hPa, 28.06°C, 549.00m; (sol) 
 - : 80, 49s, 949.14hPa, 28.08°C, 549.00m; (sol) 
 - : 81, 49s, 949.11hPa, 28.07°C, 549.00m; (sol) 
 - : 82, 50s, 949.23hPa, 28.08°C, 549.00m; (sol) 
 - : 83, 51s, 949.11hPa, 28.08°C, 549.00m; (sol) 
 - : 84, 51s, 949.13hPa, 28.09°C, 549.00m; (sol) 
 - : 85, 52s, 949.20hPa, 28.08°C, 549.00m; (sol) 
 - : 86, 53s, 949.09hPa, 28.08°C, 549.00m; (sol) 
 - : 87, 53s, 949.13hPa, 28.09°C, 549.00m; (sol) 
 - : 88, 54s, 949.11hPa, 28.09°C, 549.00m; (sol) 
 - : 89, 54s, 949.14hPa, 28.10°C, 549.00m; (sol) 
 - : 90, 55s, 949.12hPa, 28.10°C, 549.00m; (sol) 
 - : 91, 56s, 949.10hPa, 28.11°C, 549.00m; (sol) 
 - : 92, 56s, 949.15hPa, 28.11°C, 550.00m; (sol) 
 - : 93, 57s, 949.10hPa, 28.11°C, 550.00m; (sol) 
 - : 94, 57s, 949.12hPa, 28.10°C, 550.00m; (sol) 
 - : 95, 58s, 949.05hPa, 28.12°C, 549.00m; (sol) 
 - : 96, 59s, 949.00hPa, 28.12°C, 549.00m; (sol) 
 - : 97, 59s, 949.05hPa, 28.11°C, 550.00m; (sol) 
 - : 98, 60s, 949.06hPa, 28.12°C, 549.00m; (sol) 
 - : 99, 60s, 949.09hPa, 28.12°C, 549.00m; (sol) 
 - : 100, 61s, 949.02hPa, 28.13°C, 550.00m; (sol) 
 - : 101, 62s, 949.07hPa, 28.13°C, 549.00m; (sol) 
 - : 102, 62s, 949.10hPa, 28.13°C, 550.00m; (sol) 
 - : 103, 63s, 949.09hPa, 28.14°C, 549.00m; (sol) 
 - : 104, 63s, 949.11hPa, 28.12°C, 549.00m; (sol) 
 - : 105, 64s, 949.14hPa, 28.13°C, 549.00m; (sol) 
 - : 106, 65s, 949.08hPa, 28.13°C, 549.00m; (sol) 
 - : 107, 65s, 949.12hPa, 28.14°C, 549.00m; (sol) 
 - : 108, 66s, 949.01hPa, 28.13°C, 550.00m; (sol) 
 - : 109, 67s, 949.09hPa, 28.14°C, 549.00m; (sol) 
 - : 110, 67s, 949.09hPa, 28.14°C, 550.00m; (sol) 
 - : 111, 68s, 949.14hPa, 28.15°C, 549.00m; (sol) 
 - : 112, 68s, 949.10hPa, 28.14°C, 549.00m; (sol) 
 - : 113, 69s, 949.14hPa, 28.15°C, 549.00m; (sol) 
 - : 114, 70s, 949.17hPa, 28.15°C, 549.00m; (sol) 
 - : 115, 70s, 949.14hPa, 28.16°C, 549.00m; (sol) 
 - : 116, 71s, 949.10hPa, 28.17°C, 549.00m; (sol) 
 - : 117, 71s, 949.07hPa, 28.16°C, 549.00m; (sol) 
 - : 118, 72s, 949.15hPa, 28.16°C, 549.00m; (sol) 
 - : 119, 73s, 949.20hPa, 28.18°C, 549.00m; (sol) 
 - : 120, 73s, 949.09hPa, 28.18°C, 549.00m; (sol) 
 - : 121, 74s, 949.17hPa, 28.17°C, 549.00m; (sol) 
 - : 122, 74s, 949.09hPa, 28.18°C, 549.00m; (sol) 
 - : 123, 75s, 949.19hPa, 28.19°C, 549.00m; (sol) 
 - : 124, 76s, 949.11hPa, 28.19°C, 550.00m; (sol) 
 - : 125, 76s, 949.13hPa, 28.21°C, 549.00m; (sol) 
 - : 126, 77s, 949.09hPa, 28.20°C, 549.00m; (sol) 
 - : 127, 77s, 949.18hPa, 28.20°C, 549.00m; (sol) 
 - : 128, 78s, 949.12hPa, 28.20°C, 549.00m; (sol) 
 - : 129, 79s, 949.13hPa, 28.21°C, 550.00m; (sol) 
 - : 130, 79s, 949.10hPa, 28.21°C, 549.00m; (sol) 
 - : 131, 80s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 132, 81s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 133, 81s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 134, 82s, 949.19hPa, 28.21°C, 549.00m; (sol) 
 - : 135, 82s, 949.10hPa, 28.22°C, 550.00m; (sol) 
 - : 136, 83s, 949.04hPa, 28.22°C, 549.00m; (sol) 
 - : 137, 84s, 949.10hPa, 28.22°C, 549.00m; (sol) 
 - : 138, 84s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 139, 85s, 949.08hPa, 28.23°C, 549.00m; (sol) 
 - : 140, 85s, 949.03hPa, 28.23°C, 549.00m; (sol) 
 - : 141, 86s, 949.10hPa, 28.22°C, 550.00m; (sol) 
 - : 142, 87s, 949.08hPa, 28.23°C, 549.00m; (sol) 
 - : 143, 87s, 949.12hPa, 28.24°C, 550.00m; (sol) 
 - : 144, 88s, 949.06hPa, 28.23°C, 549.00m; (sol) 
 - : 145, 89s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 146, 89s, 949.13hPa, 28.24°C, 550.00m; (sol) 
 - : 147, 90s, 949.04hPa, 28.24°C, 549.00m; (sol) 
 - : 148, 90s, 949.16hPa, 28.25°C, 550.00m; (sol) 
 - : 149, 91s, 949.08hPa, 28.25°C, 550.00m; (sol) 
 - : 150, 92s, 949.14hPa, 28.25°C, 549.00m; (sol) 
 - : 151, 92s, 949.10hPa, 28.25°C, 550.00m; (sol) 
 - : 152, 93s, 949.14hPa, 28.25°C, 550.00m; (sol) 
 - : 153, 93s, 949.10hPa, 28.24°C, 549.00m; (sol) 
 - : 154, 94s, 949.05hPa, 28.25°C, 549.00m; (sol) 
 - : 155, 95s, 949.13hPa, 28.24°C, 549.00m; (sol) 
 - : 156, 95s, 949.07hPa, 28.24°C, 550.00m; (sol) 
 - : 157, 96s, 949.16hPa, 28.25°C, 549.00m; (sol) 
 - : 158, 97s, 949.07hPa, 28.24°C, 549.00m; (sol) 
 - : 159, 97s, 949.10hPa, 28.24°C, 550.00m; (sol) 
 - : 160, 98s, 949.15hPa, 28.24°C, 549.00m; (sol) 
 - : 161, 98s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 162, 99s, 949.11hPa, 28.25°C, 549.00m; (sol) 
 - : 163, 100s, 949.23hPa, 28.26°C, 549.00m; (sol) 
 - : 164, 100s, 949.16hPa, 28.24°C, 549.00m; (sol) 
 - : 165, 101s, 949.13hPa, 28.25°C, 549.00m; (sol) 
 - : 166, 102s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 167, 102s, 949.09hPa, 28.22°C, 549.00m; (sol) 
 - : 168, 103s, 949.13hPa, 28.21°C, 550.00m; (sol) 
 - : 169, 103s, 949.14hPa, 28.21°C, 550.00m; (sol) 
 - : 170, 104s, 949.15hPa, 28.22°C, 549.00m; (sol) 
 - : 171, 105s, 949.22hPa, 28.21°C, 549.00m; (sol) 
 - : 172, 105s, 949.10hPa, 28.21°C, 549.00m; (sol) 
 - : 173, 106s, 949.13hPa, 28.21°C, 549.00m; (sol) 
 - : 174, 107s, 949.12hPa, 28.22°C, 549.00m; (sol) 
 - : 175, 107s, 949.12hPa, 28.22°C, 550.00m; (sol) 
 - : 176, 108s, 949.09hPa, 28.22°C, 550.00m; (sol) 
 - : 177, 108s, 949.06hPa, 28.22°C, 549.00m; (sol) 
 - : 178, 109s, 949.04hPa, 28.22°C, 550.00m; (sol) 
 - : 179, 110s, 949.13hPa, 28.23°C, 549.00m; (sol) 
 - : 180, 110s, 949.08hPa, 28.21°C, 549.00m; (sol) 
 - : 181, 111s, 949.13hPa, 28.23°C, 549.00m; (sol) 
 - : 182, 111s, 949.13hPa, 28.22°C, 549.00m; (sol) 
 - : 183, 112s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 184, 113s, 949.03hPa, 28.20°C, 549.00m; (sol) 
 - : 185, 113s, 949.03hPa, 28.20°C, 549.00m; (sol) 
 - : 186, 114s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 187, 114s, 949.06hPa, 28.20°C, 550.00m; (sol) 
 - : 188, 115s, 949.08hPa, 28.19°C, 549.00m; (sol) 
 - : 189, 116s, 949.10hPa, 28.21°C, 549.00m; (sol) 
 - : 190, 116s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 191, 117s, 949.14hPa, 28.21°C, 550.00m; (sol) 
 - : 192, 117s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 193, 118s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 194, 119s, 949.08hPa, 28.21°C, 549.00m; (sol) 
 - : 195, 119s, 949.05hPa, 28.21°C, 550.00m; (sol) 
 - : 196, 120s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 197, 120s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 198, 121s, 949.05hPa, 28.21°C, 550.00m; (sol) 
 - : 199, 122s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 200, 122s, 949.07hPa, 28.21°C, 550.00m; (sol) 
 - : 201, 123s, 949.07hPa, 28.21°C, 550.00m; (sol) 
 - : 202, 124s, 949.13hPa, 28.21°C, 549.00m; (sol) 
 - : 203, 124s, 949.10hPa, 28.21°C, 550.00m; (sol) 
 - : 204, 125s, 949.12hPa, 28.20°C, 550.00m; (sol) 
 - : 205, 125s, 949.03hPa, 28.20°C, 550.00m; (sol) 
 - : 206, 126s, 949.05hPa, 28.19°C, 549.00m; (sol) 
 - : 207, 127s, 949.04hPa, 28.19°C, 550.00m; (sol) 
 - : 208, 127s, 949.10hPa, 28.19°C, 550.00m; (sol) 
 - : 209, 128s, 949.11hPa, 28.19°C, 549.00m; (sol) 
 - : 210, 128s, 949.07hPa, 28.19°C, 550.00m; (sol) 
 - : 211, 129s, 949.11hPa, 28.19°C, 549.00m; (sol) 
 - : 212, 130s, 949.09hPa, 28.18°C, 550.00m; (sol) 
 - : 213, 130s, 949.08hPa, 28.19°C, 550.00m; (sol) 
 - : 214, 131s, 949.14hPa, 28.18°C, 549.00m; (sol) 
 - : 215, 131s, 949.07hPa, 28.19°C, 550.00m; (sol) 
 - : 216, 132s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 217, 133s, 949.10hPa, 28.19°C, 549.00m; (sol) 
 - : 218, 133s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 219, 134s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 220, 135s, 949.14hPa, 28.19°C, 549.00m; (sol) 
 - : 221, 135s, 949.14hPa, 28.19°C, 549.00m; (sol) 
 - : 222, 136s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 223, 136s, 949.13hPa, 28.19°C, 549.00m; (sol) 
 - : 224, 137s, 949.09hPa, 28.18°C, 549.00m; (sol) 
 - : 225, 138s, 949.07hPa, 28.19°C, 549.00m; (sol) 
 - : 226, 138s, 949.09hPa, 28.20°C, 549.00m; (sol) 
 - : 227, 139s, 949.22hPa, 28.19°C, 549.00m; (sol) 
 - : 228, 139s, 949.11hPa, 28.19°C, 549.00m; (sol) 
 - : 229, 140s, 949.07hPa, 28.19°C, 550.00m; (sol) 
 - : 230, 141s, 949.16hPa, 28.19°C, 550.00m; (sol) 
 - : 231, 141s, 949.14hPa, 28.19°C, 549.00m; (sol) 
 - : 232, 142s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 233, 143s, 949.06hPa, 28.18°C, 549.00m; (sol) 
 - : 234, 143s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 235, 144s, 949.14hPa, 28.20°C, 549.00m; (sol) 
 - : 236, 144s, 949.08hPa, 28.19°C, 549.00m; (sol) 
 - : 237, 145s, 949.16hPa, 28.19°C, 549.00m; (sol) 
 - : 238, 146s, 949.14hPa, 28.19°C, 549.00m; (sol) 
 - : 239, 146s, 949.09hPa, 28.20°C, 549.00m; (sol) 
 - : 240, 147s, 949.11hPa, 28.20°C, 549.00m; (sol) 
 - : 241, 148s, 949.19hPa, 28.21°C, 549.00m; (sol) 
 - : 242, 148s, 949.18hPa, 28.20°C, 549.00m; (sol) 
 - : 243, 149s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 244, 149s, 949.19hPa, 28.21°C, 549.00m; (sol) 
 - : 245, 150s, 949.16hPa, 28.21°C, 549.00m; (sol) 
 - : 246, 151s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 247, 151s, 949.17hPa, 28.21°C, 549.00m; (sol) 
 - : 248, 152s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 249, 153s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 250, 153s, 949.15hPa, 28.22°C, 549.00m; (sol) 
 - : 251, 154s, 949.11hPa, 28.21°C, 550.00m; (sol) 
 - : 252, 154s, 949.17hPa, 28.21°C, 549.00m; (sol) 
 - : 253, 155s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 254, 156s, 949.08hPa, 28.21°C, 549.00m; (sol) 
 - : 255, 156s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 256, 157s, 949.12hPa, 28.22°C, 549.00m; (sol) 
 - : 257, 157s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 258, 158s, 949.11hPa, 28.21°C, 549.00m; (sol) 
 - : 259, 159s, 949.14hPa, 28.21°C, 549.00m; (sol) 
 - : 260, 159s, 949.10hPa, 28.21°C, 549.00m; (sol) 
 - : 261, 160s, 949.08hPa, 28.21°C, 550.00m; (sol) 
 - : 262, 160s, 949.14hPa, 28.21°C, 550.00m; (sol) 
 - : 263, 161s, 949.16hPa, 28.22°C, 549.00m; (sol) 
 - : 264, 162s, 949.14hPa, 28.21°C, 550.00m; (sol) 
 - : 265, 162s, 949.14hPa, 28.21°C, 550.00m; (sol) 
 - : 266, 163s, 949.08hPa, 28.21°C, 549.00m; (sol) 
 - : 267, 163s, 949.03hPa, 28.22°C, 549.00m; (sol) 
 - : 268, 164s, 949.16hPa, 28.22°C, 549.00m; (sol) 
 - : 269, 165s, 949.13hPa, 28.22°C, 548.00m; (sol) 
 - : 270, 165s, 949.24hPa, 28.22°C, 549.00m; (sol) 
 - : 271, 166s, 949.15hPa, 28.22°C, 550.00m; (sol) 
 - : 272, 167s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 273, 167s, 949.16hPa, 28.23°C, 549.00m; (sol) 
 - : 274, 168s, 949.18hPa, 28.24°C, 549.00m; (sol) 
 - : 275, 168s, 949.16hPa, 28.23°C, 549.00m; (sol) 
 - : 276, 169s, 949.10hPa, 28.22°C, 550.00m; (sol) 
 - : 277, 170s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 278, 170s, 949.16hPa, 28.23°C, 549.00m; (sol) 
 - : 279, 171s, 949.12hPa, 28.22°C, 549.00m; (sol) 
 - : 280, 171s, 949.13hPa, 28.22°C, 549.00m; (sol) 
 - : 281, 172s, 949.18hPa, 28.22°C, 549.00m; (sol) 
 - : 282, 173s, 949.18hPa, 28.22°C, 549.00m; (sol) 
 - : 283, 173s, 949.13hPa, 28.23°C, 549.00m; (sol) 
 - : 284, 174s, 949.12hPa, 28.22°C, 549.00m; (sol) 
 - : 285, 174s, 949.17hPa, 28.23°C, 550.00m; (sol) 
 - : 286, 175s, 949.13hPa, 28.23°C, 549.00m; (sol) 
 - : 287, 176s, 949.16hPa, 28.22°C, 550.00m; (sol) 
 - : 288, 176s, 949.09hPa, 28.22°C, 549.00m; (sol) 
 - : 289, 177s, 949.15hPa, 28.22°C, 549.00m; (sol) 
 - : 290, 178s, 949.08hPa, 28.23°C, 548.00m; (sol) 
 - : 291, 178s, 949.16hPa, 28.22°C, 549.00m; (sol) 
 - : 292, 179s, 949.18hPa, 28.24°C, 549.00m; (sol) 
 - : 293, 179s, 949.08hPa, 28.23°C, 549.00m; (sol) 
 - : 294, 180s, 949.11hPa, 28.23°C, 549.00m; (sol) 
 - : 295, 181s, 949.18hPa, 28.24°C, 549.00m; (sol) 
 - : 296, 181s, 949.14hPa, 28.23°C, 549.00m; (sol) 
 - : 297, 182s, 949.18hPa, 28.24°C, 549.00m; (sol) 
 - : 298, 182s, 949.15hPa, 28.24°C, 549.00m; (sol) 
 - : 299, 183s, 949.13hPa, 28.24°C, 549.00m; (sol) 
 - : 300, 184s, 949.15hPa, 28.24°C, 549.00m; (sol) 
 - : 301, 184s, 949.13hPa, 28.25°C, 549.00m; (sol) 
 - : 302, 185s, 949.13hPa, 28.25°C, 549.00m; (sol) 
 - : 303, 186s, 949.18hPa, 28.26°C, 549.00m; (sol) 
 - : 304, 186s, 949.15hPa, 28.26°C, 549.00m; (sol) 
 - : 305, 187s, 949.21hPa, 28.26°C, 549.00m; (sol) 
 - : 306, 187s, 949.10hPa, 28.26°C, 549.00m; (sol) 
 - : 307, 188s, 949.18hPa, 28.26°C, 549.00m; (sol) 
 - : 308, 189s, 949.17hPa, 28.25°C, 549.00m; (sol) 
 - : 309, 189s, 949.13hPa, 28.27°C, 549.00m; (sol) 
 - : 310, 190s, 949.13hPa, 28.26°C, 550.00m; (sol) 
 - : 311, 190s, 949.08hPa, 28.27°C, 549.00m; (sol) 
 - : 312, 191s, 949.08hPa, 28.27°C, 549.00m; (sol) 
 - : 313, 192s, 949.16hPa, 28.27°C, 549.00m; (sol) 
 - : 314, 192s, 949.12hPa, 28.28°C, 549.00m; (sol) 
 - : 315, 193s, 949.15hPa, 28.28°C, 549.00m; (sol) 
 - : 316, 194s, 949.17hPa, 28.27°C, 549.00m; (sol) 
 - : 317, 194s, 949.11hPa, 28.27°C, 549.00m; (sol) 
 - : 318, 195s, 949.16hPa, 28.28°C, 549.00m; (sol) 
 - : 319, 195s, 949.15hPa, 28.28°C, 549.00m; (sol) 
 - : 320, 196s, 949.11hPa, 28.27°C, 549.00m; (sol) 
 - : 321, 197s, 949.18hPa, 28.28°C, 549.00m; (sol) 
 - : 322, 197s, 949.06hPa, 28.28°C, 549.00m; (sol) 
 - : 323, 198s, 949.10hPa, 28.28°C, 549.00m; (sol) 
 - : 324, 199s, 949.10hPa, 28.28°C, 550.00m; (sol) 
 - : 325, 199s, 949.07hPa, 28.28°C, 550.00m; (sol) 
 - : 326, 200s, 949.11hPa, 28.29°C, 550.00m; (sol) 
 - : 327, 200s, 949.07hPa, 28.28°C, 549.00m; (sol) 
 - : 328, 201s, 949.07hPa, 28.28°C, 550.00m; (sol) 
 - : 329, 202s, 949.05hPa, 28.29°C, 549.00m; (sol) 
 - : 330, 202s, 949.07hPa, 28.28°C, 549.00m; (sol) 
 - : 331, 203s, 949.15hPa, 28.28°C, 549.00m; (sol) 
 - : 332, 203s, 949.14hPa, 28.29°C, 549.00m; (sol) 
 - : 333, 204s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 334, 205s, 949.12hPa, 28.29°C, 549.00m; (sol) 
 - : 335, 205s, 949.18hPa, 28.30°C, 549.00m; (sol) 
 - : 336, 206s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 337, 206s, 949.20hPa, 28.31°C, 549.00m; (sol) 
 - : 338, 207s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 339, 208s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 340, 208s, 949.16hPa, 28.30°C, 549.00m; (sol) 
 - : 341, 209s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 342, 209s, 949.16hPa, 28.30°C, 549.00m; (sol) 
 - : 343, 210s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 344, 211s, 949.16hPa, 28.30°C, 549.00m; (sol) 
 - : 345, 211s, 949.19hPa, 28.30°C, 550.00m; (sol) 
 - : 346, 212s, 949.17hPa, 28.31°C, 549.00m; (sol) 
 - : 347, 213s, 949.06hPa, 28.29°C, 550.00m; (sol) 
 - : 348, 213s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 349, 214s, 949.13hPa, 28.30°C, 550.00m; (sol) 
 - : 350, 214s, 949.10hPa, 28.30°C, 550.00m; (sol) 
 - : 351, 215s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 352, 216s, 949.07hPa, 28.30°C, 550.00m; (sol) 
 - : 353, 216s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 354, 217s, 949.12hPa, 28.29°C, 549.00m; (sol) 
 - : 355, 217s, 949.13hPa, 28.30°C, 549.00m; (sol) 
 - : 356, 218s, 949.15hPa, 28.30°C, 549.00m; (sol) 
 - : 357, 219s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 358, 219s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 359, 220s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 360, 220s, 949.17hPa, 28.31°C, 549.00m; (sol) 
 - : 361, 221s, 949.14hPa, 28.31°C, 550.00m; (sol) 
 - : 362, 222s, 949.12hPa, 28.31°C, 549.00m; (sol) 
 - : 363, 222s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 364, 223s, 949.19hPa, 28.32°C, 549.00m; (sol) 
